Time (sec), Heater 1 (%), Heater 2 (%), Temperature 1 (degC), Temperature 2 (degC), Set Point 1 (degC), Set Point 2 (degC)
1.638840730190277100e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.217000000000000171e+01,3.023999999999999844e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.648752985000610352e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.200999999999999801e+01,3.023999999999999844e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.658660805225372314e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.185000000000000142e+01,3.023999999999999844e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.668576800823211670e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.185000000000000142e+01,3.023999999999999844e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.678485012054443359e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.185000000000000142e+01,3.023999999999999844e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.688392379283905029e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.175000000000000000e+01,3.023999999999999844e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.698306260108947754e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.156000000000000227e+01,3.023999999999999844e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.708209323883056641e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.152000000000000313e+01,3.023999999999999844e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.718125147819519043e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.152000000000000313e+01,3.023999999999999844e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.728027153015136719e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.139000000000000057e+01,3.023999999999999844e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.737930660247802734e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.120000000000000284e+01,3.023999999999999844e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.747834758758544922e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.120000000000000284e+01,3.030999999999999872e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.757744512557983398e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.120000000000000284e+01,3.028000000000000114e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.767649595737457275e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.114000000000000057e+01,3.028000000000000114e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.777558157444000244e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.090999999999999659e+01,3.030999999999999872e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.787468605041503906e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.088000000000000256e+01,3.037000000000000099e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.797368943691253662e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.088000000000000256e+01,3.037000000000000099e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.807278246879577637e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.088000000000000256e+01,3.044000000000000128e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.817185337543487549e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.068999999999999773e+01,3.037000000000000099e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.827095420360565186e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.056000000000000227e+01,3.046999999999999886e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.837005581855773926e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.056000000000000227e+01,3.046999999999999886e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.846921532154083252e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.027000000000000313e+01,3.041000000000000014e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.857064876556396484e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.022999999999999687e+01,3.033999999999999986e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.866969835758209229e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.022999999999999687e+01,3.037000000000000099e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.876870355606079102e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000999999999999801e+01,3.037000000000000099e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.886779839992523193e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.990999999999999659e+01,3.044000000000000128e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.896692028045654297e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.990999999999999659e+01,3.033999999999999986e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.906597943305969238e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.982000000000000028e+01,3.046999999999999886e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.916500227451324463e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.959000000000000341e+01,3.037000000000000099e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.926402497291564941e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.959000000000000341e+01,3.037000000000000099e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.936312103271484375e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.956000000000000227e+01,3.037000000000000099e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.946217641830444336e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.932999999999999829e+01,3.041000000000000014e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.956131474971771240e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.927000000000000313e+01,3.030999999999999872e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.966044063568115234e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.927000000000000313e+01,3.028000000000000114e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.975952584743499756e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.910999999999999943e+01,3.030999999999999872e+01,2.300000000000000000e+01,2.300000000000000000e+01
